id,title,description,object_key,video_url,source_label,video_group,video_code,method_name,sample_name,prompt_text,is_active
r2-1230-0007,Shape 1230 / Method 0007 / anymole,"Shape 1230, method 0007 (anymole), source file anymole_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0007.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0007,0007,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0008,Shape 1230 / Method 0008 / dg4d fp,"Shape 1230, method 0008 (dg4d fp), source file dg4d_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0008.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0008,0008,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0009,Shape 1230 / Method 0009 / dg4d gt,"Shape 1230, method 0009 (dg4d gt), source file dg4d_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0009.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0009,0009,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0011,Shape 1230 / Method 0011 / input gt,"Shape 1230, method 0011 (input gt), source file gt_input_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0011.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0011,0011,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0012,Shape 1230 / Method 0012 / gvfd fp,"Shape 1230, method 0012 (gvfd fp), source file gvfd_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0012.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0012,0012,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0013,Shape 1230 / Method 0013 / gvfd gt,"Shape 1230, method 0013 (gvfd gt), source file gvfd_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0013.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0013,0013,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0014,Shape 1230 / Method 0014 / key input,"Shape 1230, method 0014 (key input), source file key_input_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0014.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0014,0014,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0015,Shape 1230 / Method 0015 / motion324 fp,"Shape 1230, method 0015 (motion324 fp), source file motion324_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0015.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0015,0015,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0016,Shape 1230 / Method 0016 / motion324 gt,"Shape 1230, method 0016 (motion324 gt), source file motion324_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0016.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0016,0016,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0017,Shape 1230 / Method 0017 / sc4d fp,"Shape 1230, method 0017 (sc4d fp), source file sc4d_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0017.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0017,0017,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0018,Shape 1230 / Method 0018 / sc4d gt,"Shape 1230, method 0018 (sc4d gt), source file sc4d_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0018.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0018,0018,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0019,Shape 1230 / Method 0019 / sv4d2 fp,"Shape 1230, method 0019 (sv4d2 fp), source file sv4d2_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0019.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0019,0019,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0020,Shape 1230 / Method 0020 / sv4d2 gt,"Shape 1230, method 0020 (sv4d2 gt), source file sv4d2_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1230_0020.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0020,0020,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1230-0021,Shape 1230 / Method 0021 / tc4d,"Shape 1230, method 0021 (tc4d).",20260508_all_latest_videos_collected/20260508_1230_0021.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1230-0021,0021,1230,A character moving both arms backward / A character putting their hands behind their back,1
r2-1232-0001,Shape 1232 / Method 0001 / 4dgen fp,"Shape 1232, method 0001 (4dgen fp), source file 4dgen_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0001.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0001,0001,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0002,Shape 1232 / Method 0002 / 4dgen gt,"Shape 1232, method 0002 (4dgen gt), source file 4dgen_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0002.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0002,0002,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0003,Shape 1232 / Method 0003 / am_3d_video fp,"Shape 1232, method 0003 (am_3d_video fp), source file am_3d_video_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0003.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0003,0003,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0004,Shape 1232 / Method 0004 / am_3d_video gt,"Shape 1232, method 0004 (am_3d_video gt), source file am_3d_video_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0004.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0004,0004,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0005,Shape 1232 / Method 0005 / am_video fp,"Shape 1232, method 0005 (am_video fp), source file am_video_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0005.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0005,0005,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0006,Shape 1232 / Method 0006 / am_video gt,"Shape 1232, method 0006 (am_video gt), source file am_video_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0006.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0006,0006,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0007,Shape 1232 / Method 0007 / anymole,"Shape 1232, method 0007 (anymole), source file anymole_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0007.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0007,0007,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0008,Shape 1232 / Method 0008 / dg4d fp,"Shape 1232, method 0008 (dg4d fp), source file dg4d_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0008.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0008,0008,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0009,Shape 1232 / Method 0009 / dg4d gt,"Shape 1232, method 0009 (dg4d gt), source file dg4d_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0009.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0009,0009,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0011,Shape 1232 / Method 0011 / input gt,"Shape 1232, method 0011 (input gt), source file gt_input_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0011.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0011,0011,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0012,Shape 1232 / Method 0012 / gvfd fp,"Shape 1232, method 0012 (gvfd fp), source file gvfd_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0012.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0012,0012,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0013,Shape 1232 / Method 0013 / gvfd gt,"Shape 1232, method 0013 (gvfd gt), source file gvfd_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0013.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0013,0013,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0014,Shape 1232 / Method 0014 / key input,"Shape 1232, method 0014 (key input), source file key_input_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0014.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0014,0014,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0015,Shape 1232 / Method 0015 / motion324 fp,"Shape 1232, method 0015 (motion324 fp), source file motion324_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0015.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0015,0015,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0016,Shape 1232 / Method 0016 / motion324 gt,"Shape 1232, method 0016 (motion324 gt), source file motion324_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0016.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0016,0016,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0017,Shape 1232 / Method 0017 / sc4d fp,"Shape 1232, method 0017 (sc4d fp), source file sc4d_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0017.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0017,0017,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0018,Shape 1232 / Method 0018 / sc4d gt,"Shape 1232, method 0018 (sc4d gt), source file sc4d_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0018.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0018,0018,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0019,Shape 1232 / Method 0019 / sv4d2 fp,"Shape 1232, method 0019 (sv4d2 fp), source file sv4d2_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0019.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0019,0019,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0020,Shape 1232 / Method 0020 / sv4d2 gt,"Shape 1232, method 0020 (sv4d2 gt), source file sv4d2_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1232_0020.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0020,0020,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1232-0021,Shape 1232 / Method 0021 / tc4d,"Shape 1232, method 0021 (tc4d).",20260508_all_latest_videos_collected/20260508_1232_0021.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1232-0021,0021,1232,A character raising a sword high / A character holding a sword aloft,1
r2-1445-0001,Shape 1445 / Method 0001 / 4dgen fp,"Shape 1445, method 0001 (4dgen fp), source file 4dgen_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0001.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0001,0001,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0002,Shape 1445 / Method 0002 / 4dgen gt,"Shape 1445, method 0002 (4dgen gt), source file 4dgen_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0002.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0002,0002,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0003,Shape 1445 / Method 0003 / am_3d_video fp,"Shape 1445, method 0003 (am_3d_video fp), source file am_3d_video_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0003.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0003,0003,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0004,Shape 1445 / Method 0004 / am_3d_video gt,"Shape 1445, method 0004 (am_3d_video gt), source file am_3d_video_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0004.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0004,0004,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0005,Shape 1445 / Method 0005 / am_video fp,"Shape 1445, method 0005 (am_video fp), source file am_video_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0005.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0005,0005,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0006,Shape 1445 / Method 0006 / am_video gt,"Shape 1445, method 0006 (am_video gt), source file am_video_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0006.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0006,0006,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0007,Shape 1445 / Method 0007 / anymole,"Shape 1445, method 0007 (anymole), source file anymole_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0007.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0007,0007,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0008,Shape 1445 / Method 0008 / dg4d fp,"Shape 1445, method 0008 (dg4d fp), source file dg4d_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0008.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0008,0008,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0009,Shape 1445 / Method 0009 / dg4d gt,"Shape 1445, method 0009 (dg4d gt), source file dg4d_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0009.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0009,0009,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0011,Shape 1445 / Method 0011 / input gt,"Shape 1445, method 0011 (input gt), source file gt_input_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0011.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0011,0011,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0012,Shape 1445 / Method 0012 / gvfd fp,"Shape 1445, method 0012 (gvfd fp), source file gvfd_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0012.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0012,0012,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0013,Shape 1445 / Method 0013 / gvfd gt,"Shape 1445, method 0013 (gvfd gt), source file gvfd_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0013.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0013,0013,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0014,Shape 1445 / Method 0014 / key input,"Shape 1445, method 0014 (key input), source file key_input_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0014.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0014,0014,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0015,Shape 1445 / Method 0015 / motion324 fp,"Shape 1445, method 0015 (motion324 fp), source file motion324_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0015.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0015,0015,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0016,Shape 1445 / Method 0016 / motion324 gt,"Shape 1445, method 0016 (motion324 gt), source file motion324_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0016.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0016,0016,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0017,Shape 1445 / Method 0017 / sc4d fp,"Shape 1445, method 0017 (sc4d fp), source file sc4d_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0017.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0017,0017,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0018,Shape 1445 / Method 0018 / sc4d gt,"Shape 1445, method 0018 (sc4d gt), source file sc4d_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0018.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0018,0018,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0019,Shape 1445 / Method 0019 / sv4d2 fp,"Shape 1445, method 0019 (sv4d2 fp), source file sv4d2_fp_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0019.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0019,0019,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0020,Shape 1445 / Method 0020 / sv4d2 gt,"Shape 1445, method 0020 (sv4d2 gt), source file sv4d2_gt_front-right60.mp4.",20260508_all_latest_videos_collected/20260508_1445_0020.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0020,0020,1445,"A character spreads their long limbs, appearing larger",1
r2-1445-0021,Shape 1445 / Method 0021 / tc4d,"Shape 1445, method 0021 (tc4d).",20260508_all_latest_videos_collected/20260508_1445_0021.mp4,,データベースランダム「Database Random」,R2-20260508-ALL-LATEST,1445-0021,0021,1445,"A character spreads their long limbs, appearing larger",1
