id,title,description,object_key,video_url,source_label,video_group,video_code,method_name,sample_name,prompt_text,is_active
r2-1232-0015,R2 Sample / 1232 / 0015,"R2 uploaded sample for shape 1232, method 0015.",20260508_new_videos_collected/20260508_1232_0015.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0015,Method 0015,Shape 1232,,1
r2-1232-0016,R2 Sample / 1232 / 0016,"R2 uploaded sample for shape 1232, method 0016.",20260508_new_videos_collected/20260508_1232_0016.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0016,Method 0016,Shape 1232,,1
r2-1232-0017,R2 Sample / 1232 / 0017,"R2 uploaded sample for shape 1232, method 0017.",20260508_new_videos_collected/20260508_1232_0017.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0017,Method 0017,Shape 1232,,1
r2-1232-0018,R2 Sample / 1232 / 0018,"R2 uploaded sample for shape 1232, method 0018.",20260508_new_videos_collected/20260508_1232_0018.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0018,Method 0018,Shape 1232,,1
r2-1232-0019,R2 Sample / 1232 / 0019,"R2 uploaded sample for shape 1232, method 0019.",20260508_new_videos_collected/20260508_1232_0019.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0019,sv4d2_fp_front-right60,Shape 1232,,1
r2-1232-0020,R2 Sample / 1232 / 0020,"R2 uploaded sample for shape 1232, method 0020.",20260508_new_videos_collected/20260508_1232_0020.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0020,Method 0020,Shape 1232,,1
r2-1232-0021,R2 Sample / 1232 / 0021,"R2 uploaded sample for shape 1232, method 0021.",20260508_new_videos_collected/20260508_1232_0021.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1232-0021,tc4d_front-right60,Shape 1232,,1
r2-1445-0001,R2 Sample / 1445 / 0001,"R2 uploaded sample for shape 1445, method 0001.",20260508_new_videos_collected/20260508_1445_0001.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0001,Method 0001,Shape 1445,,1
r2-1445-0002,R2 Sample / 1445 / 0002,"R2 uploaded sample for shape 1445, method 0002.",20260508_new_videos_collected/20260508_1445_0002.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0002,Method 0002,Shape 1445,,1
r2-1445-0003,R2 Sample / 1445 / 0003,"R2 uploaded sample for shape 1445, method 0003.",20260508_new_videos_collected/20260508_1445_0003.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0003,Method 0003,Shape 1445,,1
r2-1445-0004,R2 Sample / 1445 / 0004,"R2 uploaded sample for shape 1445, method 0004.",20260508_new_videos_collected/20260508_1445_0004.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0004,Method 0004,Shape 1445,,1
r2-1445-0005,R2 Sample / 1445 / 0005,"R2 uploaded sample for shape 1445, method 0005.",20260508_new_videos_collected/20260508_1445_0005.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0005,Method 0005,Shape 1445,,1
r2-1445-0006,R2 Sample / 1445 / 0006,"R2 uploaded sample for shape 1445, method 0006.",20260508_new_videos_collected/20260508_1445_0006.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0006,Method 0006,Shape 1445,,1
r2-1445-0007,R2 Sample / 1445 / 0007,"R2 uploaded sample for shape 1445, method 0007.",20260508_new_videos_collected/20260508_1445_0007.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0007,Method 0007,Shape 1445,,1
r2-1445-0008,R2 Sample / 1445 / 0008,"R2 uploaded sample for shape 1445, method 0008.",20260508_new_videos_collected/20260508_1445_0008.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0008,Method 0008,Shape 1445,,1
r2-1445-0009,R2 Sample / 1445 / 0009,"R2 uploaded sample for shape 1445, method 0009.",20260508_new_videos_collected/20260508_1445_0009.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0009,Method 0009,Shape 1445,,1
r2-1445-0011,R2 Sample / 1445 / 0011,"R2 uploaded sample for shape 1445, method 0011.",20260508_new_videos_collected/20260508_1445_0011.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0011,Method 0011,Shape 1445,,1
r2-1445-0012,R2 Sample / 1445 / 0012,"R2 uploaded sample for shape 1445, method 0012.",20260508_new_videos_collected/20260508_1445_0012.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0012,Method 0012,Shape 1445,,1
r2-1445-0013,R2 Sample / 1445 / 0013,"R2 uploaded sample for shape 1445, method 0013.",20260508_new_videos_collected/20260508_1445_0013.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0013,Method 0013,Shape 1445,,1
r2-1445-0014,R2 Sample / 1445 / 0014,"R2 uploaded sample for shape 1445, method 0014.",20260508_new_videos_collected/20260508_1445_0014.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0014,Method 0014,Shape 1445,,1
r2-1445-0015,R2 Sample / 1445 / 0015,"R2 uploaded sample for shape 1445, method 0015.",20260508_new_videos_collected/20260508_1445_0015.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0015,Method 0015,Shape 1445,,1
r2-1445-0016,R2 Sample / 1445 / 0016,"R2 uploaded sample for shape 1445, method 0016.",20260508_new_videos_collected/20260508_1445_0016.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0016,Method 0016,Shape 1445,,1
r2-1445-0017,R2 Sample / 1445 / 0017,"R2 uploaded sample for shape 1445, method 0017.",20260508_new_videos_collected/20260508_1445_0017.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0017,Method 0017,Shape 1445,,1
r2-1445-0018,R2 Sample / 1445 / 0018,"R2 uploaded sample for shape 1445, method 0018.",20260508_new_videos_collected/20260508_1445_0018.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0018,Method 0018,Shape 1445,,1
r2-1445-0019,R2 Sample / 1445 / 0019,"R2 uploaded sample for shape 1445, method 0019.",20260508_new_videos_collected/20260508_1445_0019.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0019,sv4d2_fp_front-right60,Shape 1445,,1
r2-1445-0020,R2 Sample / 1445 / 0020,"R2 uploaded sample for shape 1445, method 0020.",20260508_new_videos_collected/20260508_1445_0020.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0020,Method 0020,Shape 1445,,1
r2-1445-0021,R2 Sample / 1445 / 0021,"R2 uploaded sample for shape 1445, method 0021.",20260508_new_videos_collected/20260508_1445_0021.mp4,,データベースランダム「Database Random」,R2-16FRAME,R2-1445-0021,tc4d_front-right60,Shape 1445,,1
